Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Accessory size (product.metafields.shopify.accessory-size),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Pet control accessory features (product.metafields.shopify.pet-control-accessory-features),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
triangle-trojan,Triangle Trojan,"<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">体验大胆的性感魅力，三角木马，专为提升您的BDSM幻想而打造。这款性感配饰融合了大胆的设计和卓越的舒适度，让您自信而迷人地探索您的欲望。其惊艳的造型提升每一次亲密接触，将亲密时刻转化为刺激的冒险。拥抱激情，让三角木马俘获您的心。</span></span></p>
<p>产品编号：8868</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-dgy1dvxa,product.metafields.shopify.color-pattern,,,,,,,,23000.0,shopify,7,deny,manual,599.99,999.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/6_b46cc373-4120-4612-aa18-627e7e20a6c8.jpg?v=1755768141,1,"",false,,,,shopify--color-pattern-dgy1dvxa,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/6_b46cc373-4120-4612-aa18-627e7e20a6c8.jpg?v=1755768141,kg,,,active
triangle-trojan,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN011dpvmX20HRoQRejQI__3923156824-0-cib.jpg?v=1755768141,2,"",,,,,,,,,,,,
triangle-trojan,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/5_168c0120-7deb-4305-9a5a-cb9f14b91b8b.jpg?v=1755768141,3,"",,,,,,,,,,,,
triangle-trojan,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/8_e7d14b47-257a-4871-95ea-9a1e096af46d.jpg?v=1755768141,4,"",,,,,,,,,,,,
triangle-trojan,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/7_493f8ee6-1abe-4077-9a44-5bb7a612c36b.jpg?v=1755768141,5,"",,,,,,,,,,,,
triangle-trojan,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/1_d505b546-d1a2-4099-a1c1-cee9d4f3b521.jpg?v=1755768140,6,"",,,,,,,,,,,,
triangle-trojan,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/2_b682a8f8-5ccd-41f6-8bf3-c21f07b7e1d5.jpg?v=1755768140,7,"",,,,,,,,,,,,
triangle-trojan,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/4a7a9004c068615d2de5c30d0da635b5_7082c151-f0c7-49f7-ae02-9039cb48e9f9.jpg?v=1755768141,8,"",,,,,,,,,,,,
triangle-trojan,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01y7Sysb20HRoQBqWTe__3923156824-0-cib.jpg?v=1755768141,9,"",,,,,,,,,,,,
triangle-chair-trojan,Triangle Chair Trojan,"<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">三角椅 Trojan 带您体验全新高度的快感与掌控。专为激情四射的 BDSM 时刻而设计，其坚固的三角形框架提供灵活的坐姿，让您轻松舒适地探索支配与臣服的体验。这款椅子旨在满足并提升您的欲望，将您的游戏室变成一个充满诱惑的游乐场，在这里，您可以突破界限，实现幻想。拥抱激情，在三角椅 Trojan 上挑战命运。</span></span></p>
<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Product Code：8924</span></span></p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-h9tm2ste,product.metafields.shopify.color-pattern,,,,,,,,23500.0,shopify,5,deny,manual,699.99,1269.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN019u3Gae20HRoPYlQgg__3923156824-0-cib.jpg?v=1755761024,1,"",false,,,,shopify--color-pattern-h9tm2ste,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN019u3Gae20HRoPYlQgg__3923156824-0-cib.jpg?v=1755761024,kg,,,active
triangle-chair-trojan,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/c923085ec8bc330d5582920dde6cbba.jpg?v=1755832941,2,"",,,,,,,,,,,,
triangle-chair-trojan,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01qX1zdR20HRoQuVpU1__3923156824-0-cib.jpg?v=1755832941,3,"",,,,,,,,,,,,
triangle-chair-trojan,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01P9ZTfg20HRoQJjjnD__3923156824-0-cib.jpg?v=1755832941,4,"",,,,,,,,,,,,
triangle-chair-trojan,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01snO3eV20HRoQJh7da__3923156824-0-cib.jpg?v=1755832941,5,"",,,,,,,,,,,,
triangle-chair-trojan,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01T4VRd820HRoJjrWBj__3923156824-0-cib.jpg?v=1755832941,6,"",,,,,,,,,,,,
triangle-chair-trojan,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01G3LkUv20HRoQuTok4__3923156824-0-cib.jpg?v=1755832941,7,"",,,,,,,,,,,,
k9-punishment-cage,K9 Punishment Cage,"<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">K9惩罚笼旨在提升您的BDSM体验，并增添一丝挑逗意味。这款笼子专为控制和服从而设计，提供了一个安全的空间，可以增强力量动态。其光滑坚固的结构既能安全地束缚对方，又能为您的场景增添一丝诱惑。非常适合那些想要探索刺激感官刺激的调教体验的人。</span></span></p>
<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Product Code：8802</span></span></p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-dgy1dvxa,product.metafields.shopify.color-pattern,,,,,,,,30000.0,shopify,3,deny,manual,899.99,1699.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/IMG_9149.jpg?v=1755759114,1,"",false,,,,shopify--color-pattern-dgy1dvxa,,,,kg,,,active
k9-punishment-cage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/2c5cf4678cf65332bf7f545c568983e.jpg?v=1755839863,2,"",,,,,,,,,,,,
k9-punishment-cage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/863a58b2dcbd77f2b372110cbd5c1cc.jpg?v=1755839863,3,"",,,,,,,,,,,,
k9-punishment-cage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/IMG_9076.jpg?v=1755839863,4,"",,,,,,,,,,,,
k9-punishment-cage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/IMG_9146_e08b9b05-71b1-46c4-a993-d19a25dde931.jpg?v=1755839863,5,"",,,,,,,,,,,,
k9-punishment-cage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/IMG_9153.jpg?v=1755839863,6,"",,,,,,,,,,,,
k9-punishment-cage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/IMG_9156.jpg?v=1755839863,7,"",,,,,,,,,,,,
k9-punishment-cage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/4533ef0061ee2be2fc965c7daf6d17d.jpg?v=1755839863,8,"",,,,,,,,,,,,
k9-punishment-cage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/IMG_9162.jpg?v=1755839863,9,"",,,,,,,,,,,,
k9-punishment-cage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/a7f4d83f9565086103253d19a6542798.jpg?v=1755839863,10,"",,,,,,,,,,,,
k9-punishment-cage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/ed9de09dbc5b257bec0c8cb629f08e2.jpg?v=1755839863,11,"",,,,,,,,,,,,
k9-punishment-cage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/ecf2f5f7415a7e21b55ed06bfd5e86d.jpg?v=1755839863,12,"",,,,,,,,,,,,
black-x-rack,Black X-Rack,"<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">用黑色X-Rack提升您的游戏室，激发激情与冒险。这款时尚的午夜黑框架兼具强度与时尚，提供灵活的约束点，可实现无限的定位和强烈的连接。无论是探索支配还是服从，黑色X-Rack都能营造出一个大胆而诱人的空间，唤醒您的欲望，加深亲密关系。</span></span></p>
<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span>商品条形码：</span>8926</span></span></p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",false,Color,shopify--color-pattern-dgy1dvxa,product.metafields.shopify.color-pattern,,,,,,,,32000.0,shopify,99,deny,manual,360.00,,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01oHUeut20HRoQICbuA__3923156824-0-cib_f461087e-a654-4916-80c3-8222b375e0c7.jpg?v=1755526113,1,"",false,,,,shopify--color-pattern-dgy1dvxa,,,,kg,,,draft
black-x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01bEZccF20HRoPclhLX__3923156824-0-cib.jpg?v=1755526113,2,"",,,,,,,,,,,,
black-x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01Jsci1120HRoPpzbhu__3923156824-0-cib.jpg?v=1755526113,3,"",,,,,,,,,,,,
black-x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01jhVElP20HRoPck1Pk__3923156824-0-cib.jpg?v=1755526113,4,"",,,,,,,,,,,,
black-x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01HtTkab20HRoQIFMOh__3923156824-0-cib.jpg?v=1755526113,5,"",,,,,,,,,,,,
black-x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01ewMSao20HRoQbCXuU__3923156824-0-cib.jpg?v=1755526113,6,"",,,,,,,,,,,,
black-x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01Q5MYHn20HRoRdxGZy__3923156824-0-cib.jpg?v=1755526113,7,"",,,,,,,,,,,,
black-x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01imPl8x20HRoQbCgE7__3923156824-0-cib.jpg?v=1755526113,8,"",,,,,,,,,,,,
black-x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01ruhXY120HRoPpyT4s__3923156824-0-cib.jpg?v=1755526113,9,"",,,,,,,,,,,,
black-x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01jDThR520HRoPnBv8i__3923156824-0-cib.jpg?v=1755526113,10,"",,,,,,,,,,,,
black-and-red-striped-x-torture-rack,Black and red striped X-torture rack,"<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">体验黑红条纹X-Torture Rack带来的激情与掌控。兼具时尚与力量的X-Torture Rack，其大胆的条纹增添了性感魅力，同时为您最大胆的玩法提供了安全的框架。非常适合那些渴望刺激、探索愉悦与克制新高度的人。这款引人注目的单品，旨在俘获并满足您的性欲，提升您的私密时刻。</span></span></p>
<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span>商品条形码:8867</span></span></span></p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",false,Color,shopify--color-pattern-h9tm2ste,product.metafields.shopify.color-pattern,,,,,,,,30000.0,shopify,99,deny,manual,2000.00,2300.00,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/IMG_0109_6c6b7281-ba4a-461a-a8f8-3239405ca4a2.jpg?v=1755504808,1,"",false,,,,shopify--color-pattern-h9tm2ste,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/IMG_0109_6c6b7281-ba4a-461a-a8f8-3239405ca4a2.jpg?v=1755504808,kg,,,draft
x-rack,X-Rack,"<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">探索 X-Rack，这款时尚性感的框架旨在提升您的 BDSM 体验。其多功能设计提供多个连接点，让您轻松探索各种姿势。X-Rack 专为支持激烈的性爱体验而设计，同时兼顾舒适性，兼具实用性和诱惑力，是您亲密冒险的完美之选。</span></span></p>
<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""><span>商品条形码:8819</span></span></span></p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-h9tm2ste,product.metafields.shopify.color-pattern,,,,,,,,20000.0,shopify,7,deny,manual,1369.99,1869.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01X4Zgt420HRf6n6ac8__3923156824-0-cib_520fc488-87bc-4c69-b9bb-8f7a94292c40.jpg?v=1755780013,1,"",false,,,,shopify--color-pattern-h9tm2ste,,,,kg,,,active
x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/IMG_9555.jpg?v=1755780013,2,"",,,,,,,,,,,,
x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/IMG_9561_b9637750-0929-479b-ab61-9bd9d31b1cfe.jpg?v=1755780013,3,"",,,,,,,,,,,,
x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/IMG_9559_371204b7-4e71-43e2-94f0-716ff4fa0790.jpg?v=1755780013,4,"",,,,,,,,,,,,
x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/IMG_9558_b21cd5c7-3344-41a2-ad10-ab84d0759af9.jpg?v=1755780013,5,"",,,,,,,,,,,,
x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN011ODo5g20HRf5HdCkK__3923156824-0-cib_e5e2f8bb-e2dc-40ef-ab4b-f613845f58c4.jpg?v=1755780013,6,"",,,,,,,,,,,,
x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/IMG_9557_2c28fe72-5b0a-4773-89c3-a23c9590d84c.jpg?v=1755833137,7,"",,,,,,,,,,,,
x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/IMG_9558_7432d8f2-0fb0-4e03-b202-efb146d812c1.jpg?v=1755833137,8,"",,,,,,,,,,,,
x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/IMG_9565_498e1c76-3e1f-4261-9b79-0818181d5432.jpg?v=1755833137,9,"",,,,,,,,,,,,
x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01IyisVI20HRf9zo6MJ__3923156824-0-cib_abad9022-b4f4-44a0-9cea-a5048cfa7ef1.jpg?v=1755833137,10,"",,,,,,,,,,,,
x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/IMG_9563_d0f4fe22-c7fa-4bdb-b30c-8b1dd2fd35dc.jpg?v=1755833137,11,"",,,,,,,,,,,,
x-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN017h6C7720HRf5Fr6a2__3923156824-0-cib_8c5c0805-e9eb-4e70-b5ca-2d0b8cae47d6.jpg?v=1755833137,12,"",,,,,,,,,,,,
leather-scissors,Leather scissors,"<p>Experience precision and allure with these BDSM leather scissors, crafted to deliver clean, confident cuts on leather and similar materials. Their sharp, sleek design combines functionality with a seductive edge, perfect for your creative or intimate projects. Embrace control and style in every snip.</p>",Knot Knot,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Tools > Craft Cutting & Embossing Tools > Craft & Office Scissors > Fabric Scissors,"","",true,Color,shopify--color-pattern-dgy1dvxa,product.metafields.shopify.color-pattern,,,,,,,,53.0,shopify,4,deny,manual,12.99,15.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01c5EqqG2GnX5CkreIQ__937849060-0-cib.jpg?v=1755342897,1,"",false,,,,shopify--color-pattern-dgy1dvxa,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01c5EqqG2GnX5CkreIQ__937849060-0-cib.jpg?v=1755342897,g,,,active
leather-scissors,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01HWUfTD2GnX56kuQbN__937849060-0-cib.jpg?v=1755342898,2,"",,,,,,,,,,,,
leather-scissors,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN016kQFAc2GnX5EMmoab__937849060-0-cib.jpg?v=1755342898,3,"",,,,,,,,,,,,
leather-scissors,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11.jpg?v=1755591657,4,"",,,,,,,,,,,,
cloth-eye-mask,Cloth eye mask,"<p>Elevate your intimate moments with this soft cloth eye mask designed to heighten sensation and anticipation. Its smooth fabric gently blocks out light, intensifying touch and enhancing your connection. Comfortable and adjustable, it’s perfect for exploring trust and surrender in style.</p>
<p>Length：39cm</p>
<p>Width：10cm</p>
<p>Height：0.30cm</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-lcgmddze,product.metafields.shopify.color-pattern,,,,,,,,27.0,shopify,7,deny,manual,29.99,35.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01W3xLGq2GnX7exb6KV__937849060-0-cib.jpg?v=1755342699,1,"",false,,,,shopify--color-pattern-lcgmddze; shopify--color-pattern-h9tm2ste,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01F6aFii2GnX7aKCo4v__937849060-0-cib.jpg?v=1755342699,g,,,active
cloth-eye-mask,,,,,,,,,shopify--color-pattern-h9tm2ste,,,,,,,,,27.0,shopify,8,deny,manual,29.99,35.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01CCFPAE2GnX7bA0rJg__937849060-0-cib.jpg?v=1755342699,2,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01hymHRS2GnX7hnxgsf__937849060-0-cib.jpg?v=1755342699,g,,,
cloth-eye-mask,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01hymHRS2GnX7hnxgsf__937849060-0-cib.jpg?v=1755342699,3,"",,,,,,,,,,,,
cloth-eye-mask,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01x7zv3Q2GnX7j28GB0__937849060-0-cib.jpg?v=1755342699,4,"",,,,,,,,,,,,
cloth-eye-mask,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01F6aFii2GnX7aKCo4v__937849060-0-cib.jpg?v=1755342699,5,"",,,,,,,,,,,,
cloth-eye-mask,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01jdbm102GnX7XHBLt8__937849060-0-cib.jpg?v=1755342385,6,"",,,,,,,,,,,,
hanging-handcuff-door-crane,Hanging handcuff door crane,"<p>Elevate your intimate play with the Hanging Handcuff Door Crane, designed to blend security and seduction. This sturdy door-mounted frame supports handcuffs, allowing for enticing suspension and restraint that brings your fantasies to life. Its discreet yet durable design ensures safe, pleasurable experiences, adding an exciting edge to your adventurous moments. Perfect for exploring control and submission with confidence and style.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-dgy1dvxa,product.metafields.shopify.color-pattern,,,,,,,,369.0,shopify,6,deny,manual,59.99,110.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3164469223_340828440.jpg?v=1755342040,1,"",false,,,,shopify--color-pattern-dgy1dvxa,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3164469223_340828440.jpg?v=1755342040,g,,,active
hanging-handcuff-door-crane,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3163085944_340828440.jpg?v=1755342037,2,"",,,,,,,,,,,,
hanging-handcuff-door-crane,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3163103319_340828440.jpg?v=1755342038,3,"",,,,,,,,,,,,
hanging-handcuff-door-crane,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3163100358_340828440.jpg?v=1755342038,4,"",,,,,,,,,,,,
hanging-handcuff-door-crane,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3164481093_340828440.jpg?v=1755342038,5,"",,,,,,,,,,,,
hanging-handcuff-door-crane,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/10.jpg?v=1755591699,6,"",,,,,,,,,,,,
portable-door-hanging-handcuffs-for-bondage-and-restraint,Portable door hanging handcuffs for bondage and restraint,"<p>Experience thrilling restraint with these portable door hanging handcuffs designed for bondage play. Easily attach them to any door to enjoy secure, comfortable restraint that enhances your intimate moments. Crafted for convenience and excitement, they offer a sexy way to explore control and submission anywhere you desire.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-h9tm2ste,product.metafields.shopify.color-pattern,,,,,,,,148.0,shopify,4,deny,manual,49.99,65.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01jIpK7H2GnX1Uk8gbD__937849060-0-cib.jpg?v=1755353973,1,"",false,,,,shopify--color-pattern-h9tm2ste; shopify--color-pattern-dgy1dvxa,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN019raUUJ2GnX1ayaB5W__937849060-0-cib.jpg?v=1755353973,g,,,active
portable-door-hanging-handcuffs-for-bondage-and-restraint,,,,,,,,,shopify--color-pattern-dgy1dvxa,,,,,,,,,148.0,shopify,6,deny,manual,49.99,65.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN019raUUJ2GnX1ayaB5W__937849060-0-cib.jpg?v=1755353973,2,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01jIpK7H2GnX1Uk8gbD__937849060-0-cib.jpg?v=1755353973,g,,,
portable-door-hanging-handcuffs-for-bondage-and-restraint,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01qJAhRe2GnX1Uk91KF__937849060-0-cib.jpg?v=1755353973,3,"",,,,,,,,,,,,
portable-door-hanging-handcuffs-for-bondage-and-restraint,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01EOJ22b2GnX1SD6v0q__937849060-0-cib.jpg?v=1755353973,4,"",,,,,,,,,,,,
portable-door-hanging-handcuffs-for-bondage-and-restraint,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01OvGptG2GnX1a6KPIr__937849060-0-cib.jpg?v=1755353973,5,"",,,,,,,,,,,,
portable-door-hanging-handcuffs-for-bondage-and-restraint,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01FKuhRx2GnX1SD8WqF__937849060-0-cib.jpg?v=1755353973,6,"",,,,,,,,,,,,
portable-door-hanging-handcuffs-for-bondage-and-restraint,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/9.jpg?v=1755591736,7,"",,,,,,,,,,,,
leather-handcuffs-arm-bondage-straps,Leather handcuffs arm bondage straps,"<p>Elevate your intimate moments with these leather handcuffs arm bondage straps, designed to combine comfort and restraint. Crafted for a secure yet sensual hold, they enhance connection and trust while adding a thrilling edge to your play. Perfect for those seeking to explore with style and confidence.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-dgy1dvxa,product.metafields.shopify.color-pattern,,,,,,,,137.0,shopify,8,deny,manual,89.99,129.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01wCLxUX2GnXGmnnjRu__937849060-0-cib.jpg?v=1755340895,1,"",false,,,,shopify--color-pattern-dgy1dvxa,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01wCLxUX2GnXGmnnjRu__937849060-0-cib.jpg?v=1755340895,g,,,active
leather-handcuffs-arm-bondage-straps,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01ZnYt0Y2GnXGmo1MSW__937849060-0-cib.jpg?v=1755340895,2,"",,,,,,,,,,,,
